Index,Cumle
3091,Siz de çam terebentin yağından faydalanmak istiyorsanız maxiumum verimi almak için bir sağlık uzmanına danışabilirsiniz.
3092,"01:48:06         Proteinler, canlıların hücre ve dokularının yapı taşı olan makromoleküllerdir."
3093,Bu makromoleküller aminoasit isimli daha küçük yapı taşlarının bir araya gelmesiyle oluşur ve memeli canlılarda su molekülünün ardından en fazla bulunan bileşik grubudur.
3094,"Aminoasitlerin bir kısmı vücutta doğal olarak üretilir ve proteinleri oluşturur bir kısmı ise beslenme yolu ile dışarıdan alınır, çünkü insan vücudunda üretilmez ya da çok az üretilirler."
3095,Dışarıdan beslenme yolu ile alınması gereken amino asitler “esansiyel amino asitler” olarak isimlendirilir.
3096,"Hücrenin hayati fonksiyonlarını sürdürebilmesi, büyümesi ve çoğalması, bağışıklık sisteminin sağlığının korunması gibi durumların devamlılığı için bu iki grup amino asitin gerekli miktarlarda alınması gerekmektedir."
3097,Glutamin de vücutta en bol bulunan ve önemli metabolik olaylara katılan yarı esansiyel bir amino asittir.
3098,Vücuttaki mevcut serbest amino asitin yarısından fazlasını oluşturmaktadır.İçindekilerGlutamin Nedir?Glutamin MetabolizmasıGlutamin Eksikliği Nelere Yol Açar?Glutamin Ne İşe Yarar?Sık Sorulan SorularGlutaminin Cilt Sağlığı Üzerindeki Etkileri Nelerdir?Glutaminin Spor Performansı Üzerindeki Etkileri Nelerdir?Glutaminin Yan Etkileri Nelerdir?Glutamin Hangi Gıdalarda Bulunur?
3099,Glutamin Nedir?
3100,"Glutamin, yaygın olarak bilinen ve yarı esansiyel olarak sınıflandırılan bir aminoasittir."
3101,Yani vücutta doğal olarak üretilse de dışarıdan beslenme ya da takviye almak suretiyle desteklenmesi gerektiği anlamına gelmektedir.
3102,Çünkü glutamin kas dokusunda en fazla bulunan aminoasit grubudur ve yoğun egzersizler sırasında seviyeleri ciddi oranda düşebilir.
3103,Özellikle sporcuların yaptığı egzersizler sırasında harcanan glutamin miktarı günlük alımdan daha fazladır.
3104,Amino asitlerin stabilitesi olumsuz çevresel faktörlerden kolaylıkla etkilenebilmektedir.
3105,Bu nedenle glutamin sıcak yiyecek ve içecekler ile birlikte tüketilmemelidir.
3106,Aksi takdirde denatürasyona (çeşitli etkenler sebebiyle yapısal geri dönüşsüz bozulmalar) uğrar ve beklenen faydayı göstermezler.
3107,"Glutamin insan vücudunda kaslarda, böbrekte, beyinde, karaciğerde, akciğerlerde yağ dokularında ve kalpte doğal olarak bulunabilir."
3108,"Ancak glutamin amino asidinin en çarpıcı etkileri kas ve bağışıklık sistemi üzerinde gözlenmektedir, bu nedenle sporcular tarafından gıda takviyesi olarak sıklıkla kullanılır."
3109,Çünkü ağır egzersizlerin ardından kaslardaki glutamin seviyesi hızla düşer ve vücuttaki inflamasyonun artması gibi olumsuz durumların oluşmasına neden olur.
3110,Glutamin Metabolizması Glutamin amino asidinin metabolizasyonu sırasında glutatyon isimli bir yan ürün oluşur.
3111,Bu yan ürün hücre içerisinde en çok bulunan antioksidanlar arasında yer alır ve hücreleri oksidatif stresten korumak gibi çok önemli görevleri vardır.
3112,"Glutamin yapısında iki amin grubu bulundurur, dolayısıyla DNA ve RNA gibi hayati öneme sahip nükleik asitlerin sentezinde ihtiyaç duyulan nitrojenin taşınmasında görev alır."
3113,Ayrıca hücrelerin bölünme hızını arttırmak ile birlikte azotun organlar arasında transferini sağlar.
3114,Glutamin metabolizmasında iki çeşit enzim rol oynamaktadır.
3115,"Bu enzimler hücre içinde görev alır, enzimlerin ilki glutaminin sentezini sağlarken ikincisi ise yıkımının gerçekleşmesini ve glutatyon yan ürününün oluşmasını sağlar."
3116,"Stres, vücudu doğrudan etkileyen ve vücudun metabolizmasını bozucu etkiler gösterir dolayısıyla kaslardan kan dolaşımına glutamin salınımı artar."
3117,"Kanser gibi kompleks rahatsızlıklarda da bu durum gözlenir, ancak iskelet kaslarından kan dolaşımına geçen glutamin miktarı daha fazladır."
3118,Bu nedenle kanser ile mücadele aşamasında glutamin desteğine başvurmak tümör büyümesini yavaşlatıcı etki gösterir.
3119,Glutamin Eksikliği Nelere Yol Açar?
3120,Glutamin eksikliği birçok sebepten kaynaklı gözlenebilir.
3121,"Vücuttaki glutamin metabolizmasında yaşanan aksaklıklar, katabolik stres (sepsis, yanık), cerrahi müdahale, kemik iliği nakilleri, beslenme ile yetersiz alım, vücutta meydana gelen fiziksel travmalar, ciddi kas kayıplarına neden olabilen hastalıklar bu nedenler arasında sayılabilir."
3122,Kan plazmasındaki glutaminin normal konsantrasyonu 500-800 μmol/L kadardır bu seviyenin altında ciddi düşüşlerin yaşanması glutamin eksikliği şeklinde tarif edilebilir.
3123,"Glutamin eksikliği vücutta bir takım olumsuz etkilere neden olabilir, bu etkiler şu şekildedir:  Radyasyona karşı toleransın azalmasına yol açabilir."
3124,Radyoterapi ve kemoterapi sonucunda oluşan doku hasarlarının artmasına neden olabilir.
3125,Metabolik bozukluklara neden olabilir.
3126,İnsülin direnci gelişebilir.
3127,Hiperlipidemi ortaya çıkabilir.
3128,Kas yıkımı oluşabilir.
3129,Pnömoni ve sepsis gibi enfeksiyona bağlı komplikasyonlarda immünsupresyona (bağışıklık sisteminin aktivitesinin azalması) neden olabilir.
3130,Bağırsak mukozasında morfolojik değişiklikler oluşturabilir.
3131,Hepatik üretimde artışa ve bağırsak-bariyer fonksiyonunda azalmaya neden olabilir.
3132,Doğal katil hücrelerin azalmasına sebep olarak tümör büyümesine yol açabilir.
3133,"Kan konsantrasyonunda yaşanan düşüklük, bağışıklık hücreleri fonksiyonunda bozukluklara neden olabilir."
3134,Bu durum kötü klinik sonuçlara ve hatta ölüme bile yol açabilir.
3135,"Ayrıca glutamin amino asidinin yan ürünü olan glutatyon konsantrasyonunun düşüklüğünde; HIV ve hepatit C enfeksiyonları, siroz, tip 2 diyabet, kalp krizi (miyokard infarktüsü) ve ülseratif kolit gibi hastalıklar da gözlenebilmektedir."
3136,Glutamin Ne İşe Yarar?
3137,Glutaminin biyolojik önemi ilk defa 1873 yılında kabul edilmiştir.
3138,"Bu kabul, glutaminin proteinlerin yapısal bileşenlerinden biri olmasının keşfi ile gerçekleşmiştir."
3139,Ardından bitkilerde bol miktarda glutamine rastlanmıştır.
3140,Kısa bir zaman sonra ise memelilerinde glutamini doğal olarak üretebildiği tespit edilmiştir.
3141,Neredeyse tüm canlıların üretebildiği ve vücut dengesinin korunması için gerekli olan bu amino asitin ne işe yaradığı ve sağladığı faydalar sıklıkla merak edilmektedir.
3142,"Glutamin faydaları ve “Glutamin ne işe yarar?” sorusunun cevapları şu şekilde sıralanabilir:  Bağırsaklarda yer alan epitel hücrelerine, hızla bölünen kolonosit, fibroblast, lenfosit ve enterosit hücrelerine birincil dereceden yakıt sağlar."
3143,Bağırsak bariyer fonksiyonunu korur.
3144,Diğer amino asitlerin sentezine aracılık ederek müsin (mekanik destek sağlayan mukozal glikoprotein) oluşmasına ve bağırsak yüzeyi bütünlüğünün korunmasına katkı sağlar.
3145,Glutatyon isimli antioksidanın öncü bileşiğidir.
3146,Glutatyon antioksidanı oksidatif stres ile savaşır ve enflamasyon oluşumunu engeller.
3147,Yağsız vücut ağırlığının korunmasına destek sağlar.
3148,Hücre ölümünü azaltır.
3149,Ameliyat öncesi veya sonrasında hastalar ve sporcular için klinik beslenme takviyelerinin içinde yer alarak bağışıklık fonksiyonlarını güçlendirir.
3150,Escherichia Coli gibi bakteriyel enfeksiyonların oluşum mekanizmasını önler.
3151,Asit stresi ve bakır toksisitesinin etkilerini önler.
3152,"İrritabl bağırsak sendromu (IBD), crohn hastalığı ve ülseratif kolit hastalıklarına neden olan dengesiz sitokin üretimini düzenleyerek inflamatuar etkileri giderir."
3153,Enerji metabolizmasında rol oynar.
3154,Karaciğer hücrelerinin çoğalmasını sağlar.
3155,"Doku onarım sürecinde, hücre içi yollarda ve patojen maddelerin tanınmasında rol oynar."
3156,Otoimmünite ve antitümör etkileri vardır.
3157,Antrenman sonrasında toparlanma süresini kısaltır.
3158,İnsülin direncini azaltır.
3159,Egzersiz öncesinde kasların toparlanma sürecini hızlandırır.
3160,Bu şekilde egzersize bağlı inflamasyonun oluşmasını azaltır.
3161,Nitrojenin ihtiyaç duyulan dokulara taşınmasını sağlar.
3162,Büyüme hormonunun aktivitesini arttırır ve karbonhidratların sentezinde görev alır.
3163,Protein sentezinde ve parçalanmasında doğrudan rol oynar.
3164,Yorgunluğu ve kas ağrılarını giderir.
3165,Şeker tüketimini azaltır ve açlık hissinin oluşmasını geciktirir.
3166,Sporcular tarafından susuzluk hissini giderici olarak kullanılabilir.
3167,Gastrointestinal fonksiyonlarını düzenler.
3168,Tümör hücrelerinin büyümesini ve gelişmesini baskılar.
3169,Klinik enfeksiyonlardan dolayı yatan hastaların hastanede kalış süresini kısaltır.
3170,Radyoterapi ve kemoterapi süreçlerine destek sağlar.
3171,"Sık Sorulan Sorular Glutamin sağladığı faydalar sebebiyle son yıllarda sıklıkla merak edilmektedir, dolayısıyla konu ile ilgili pek çok soru sorulmakta ve cevapları araştırılmaktadır."
3172,Glutamin ile ilgili en sık merak edilen sorular ve cevapları kısaca şu şekilde verilebilir:  Glutaminin Cilt Sağlığı Üzerindeki Etkileri Nelerdir?
3173,Glutamin amino asidi cilt epitelinde yer alan fibroblast hücrelerin oluşumunu destekler.
3174,Kolajen üretimini teşvik ederek donuk cilt görünümünü önler.
3175,Ayrıca antioksidan etkisi ile yaşlanma belirtilerini geciktirir.
3176,Glutaminin Spor Performansı Üzerindeki Etkileri Nelerdir?
3177,"Glutamin amino asidi özellikle sporcular tarafından kas yorgunluğunu giderici, dayanıklılığı arttırıcı, enerji verici, protein sentezini destekleyici ve kas kütlesinin korunmasını sağlayıcı etkilerinden faydalanmak amacıyla kullanılır."
3178,Direnç egzersizleri öncesinde kas hasarını ve inflamasyonu önleyici etkileri de vardır.
3179,Glutaminin Yan Etkileri Nelerdir?
3180,Glutamin amino asidinin bilinen spesifik yan etkileri yoktur.
3181,Ancak her takviyede olduğu gibi glutamin takviyeleri de uzman tavsiyesiyle gerekli görülmesi halinde kullanılmalıdır.
3182,"Ayrıca bitkisel ve kimyasal her üründe ortaya çıkabilecek alerjik reaksiyon, mide bulantısı, kusma, baş dönmesi ve ağrısı gibi birtakım olası yan etkiler ortaya çıkabilir."
3183,"Gebe ve emziren kadınlar ile ilgili yeterli araştırmalar yapılmadığından kullanılması tavsiye edilmemektedir, karaciğer ve böbrek rahatsızlığı olan kişiler tarafından ise dikkatli kullanılması önerilmektedir."
3184,Glutamin Hangi Gıdalarda Bulunur?
3185,"Yumurta, pirinç, mısır, kırmızı et, balık, yoğurt, süt, bakliyat, buğday, ıspanak, lahana, kereviz, fasulye ve tavuk gibi besin maddelerinde doğal olarak bulunabilir."
3186,Bu gıdaların pişirilmesi konusunda dikkat edilmesi gerekmektedir.
3187,Bunun sebebi amino asitlerin yüksek sıcaklıklarda denatürasyona uğrayarak işlevlerinin azalmasıdır.
3188,"Vücudunuzda glutamin gibi önemli yapı taşlarının eksikliğinde bazen yavaş gelişen, bazen ani gelişen belirtiler görülebilir."
3189,"Bu konuda rutin testlerinizi yaptırmak, takviye almadan önce uzman bir hekime danışmak için hemen randevu alabilirsiniz."
3190,"Proteinler, canlıların hücre ve dokularının yapı taşı olan makromoleküllerdir."
3191,Bu makromoleküller aminoasit isimli daha küçük yapı taşlarının bir araya gelmesiyle oluşur ve memeli canlılarda su molekülünün ardından en fazla bulunan bileşik grubudur.
3192,"Aminoasitlerin bir kısmı vücutta doğal olarak üretilir ve proteinleri oluşturur bir kısmı ise beslenme yolu ile dışarıdan alınır, çünkü insan vücudunda üretilmez ya da çok az üretilirler."
3193,Dışarıdan beslenme yolu ile alınması gereken amino asitler “esansiyel amino asitler” olarak isimlendirilir.
3194,"Hücrenin hayati fonksiyonlarını sürdürebilmesi, büyümesi ve çoğalması, bağışıklık sisteminin sağlığının korunması gibi durumların devamlılığı için bu iki grup amino asitin gerekli miktarlarda alınması gerekmektedir."
3195,Glutamin de vücutta en bol bulunan ve önemli metabolik olaylara katılan yarı esansiyel bir amino asittir.
3196,Vücuttaki mevcut serbest amino asitin yarısından fazlasını oluşturmaktadır.
3197,"Glutamin, yaygın olarak bilinen ve yarı esansiyel olarak sınıflandırılan bir aminoasittir."
3198,Yani vücutta doğal olarak üretilse de dışarıdan beslenme ya da takviye almak suretiyle desteklenmesi gerektiği anlamına gelmektedir.
3199,Çünkü glutamin kas dokusunda en fazla bulunan aminoasit grubudur ve yoğun egzersizler sırasında seviyeleri ciddi oranda düşebilir.
3200,Özellikle sporcuların yaptığı egzersizler sırasında harcanan glutamin miktarı günlük alımdan daha fazladır.
3201,Amino asitlerin stabilitesi olumsuz çevresel faktörlerden kolaylıkla etkilenebilmektedir.
3202,Bu nedenle glutamin sıcak yiyecek ve içecekler ile birlikte tüketilmemelidir.
3203,Aksi takdirde denatürasyona (çeşitli etkenler sebebiyle yapısal geri dönüşsüz bozulmalar) uğrar ve beklenen faydayı göstermezler.
3204,"Glutamin insan vücudunda kaslarda, böbrekte, beyinde, karaciğerde, akciğerlerde yağ dokularında ve kalpte doğal olarak bulunabilir."
3205,"Ancak glutamin amino asidinin en çarpıcı etkileri kas ve bağışıklık sistemi üzerinde gözlenmektedir, bu nedenle sporcular tarafından gıda takviyesi olarak sıklıkla kullanılır."
3206,Çünkü ağır egzersizlerin ardından kaslardaki glutamin seviyesi hızla düşer ve vücuttaki inflamasyonun artması gibi olumsuz durumların oluşmasına neden olur.
3207,Glutamin amino asidinin metabolizasyonu sırasında glutatyon isimli bir yan ürün oluşur.
3208,Bu yan ürün hücre içerisinde en çok bulunan antioksidanlar arasında yer alır ve hücreleri oksidatif stresten korumak gibi çok önemli görevleri vardır.
3209,"Glutamin yapısında iki amin grubu bulundurur, dolayısıyla DNA ve RNA gibi hayati öneme sahip nükleik asitlerin sentezinde ihtiyaç duyulan nitrojenin taşınmasında görev alır."
3210,Ayrıca hücrelerin bölünme hızını arttırmak ile birlikte azotun organlar arasında transferini sağlar.
3211,Glutamin metabolizmasında iki çeşit enzim rol oynamaktadır.
3212,"Bu enzimler hücre içinde görev alır, enzimlerin ilki glutaminin sentezini sağlarken ikincisi ise yıkımının gerçekleşmesini ve glutatyon yan ürününün oluşmasını sağlar."
3213,"Stres, vücudu doğrudan etkileyen ve vücudun metabolizmasını bozucu etkiler gösterir dolayısıyla kaslardan kan dolaşımına glutamin salınımı artar."
3214,"Kanser gibi kompleks rahatsızlıklarda da bu durum gözlenir, ancak iskelet kaslarından kan dolaşımına geçen glutamin miktarı daha fazladır."
3215,Bu nedenle kanser ile mücadele aşamasında glutamin desteğine başvurmak tümör büyümesini yavaşlatıcı etki gösterir.
3216,Glutamin eksikliği birçok sebepten kaynaklı gözlenebilir.
3217,"Vücuttaki glutamin metabolizmasında yaşanan aksaklıklar, katabolik stres (sepsis, yanık), cerrahi müdahale, kemik iliği nakilleri, beslenme ile yetersiz alım, vücutta meydana gelen fiziksel travmalar, ciddi kas kayıplarına neden olabilen hastalıklar bu nedenler arasında sayılabilir."
3218,Kan plazmasındaki glutaminin normal konsantrasyonu 500-800 μmol/L kadardır bu seviyenin altında ciddi düşüşlerin yaşanması glutamin eksikliği şeklinde tarif edilebilir.
3219,"Glutamin eksikliği vücutta bir takım olumsuz etkilere neden olabilir, bu etkiler şu şekildedir: Ayrıca glutamin amino asidinin yan ürünü olan glutatyon konsantrasyonunun düşüklüğünde; HIV ve hepatit C enfeksiyonları, siroz, tip 2 diyabet, kalp krizi (miyokard infarktüsü) ve ülseratif kolit gibi hastalıklar da gözlenebilmektedir."
3220,Glutaminin biyolojik önemi ilk defa 1873 yılında kabul edilmiştir.
3221,"Bu kabul, glutaminin proteinlerin yapısal bileşenlerinden biri olmasının keşfi ile gerçekleşmiştir."
3222,Ardından bitkilerde bol miktarda glutamine rastlanmıştır.
3223,Kısa bir zaman sonra ise memelilerinde glutamini doğal olarak üretebildiği tespit edilmiştir.
