Index,ilgili_olmayan_cümleler_sonuc
2221,Saf protein tüketiminin yanı sıra bu aşamada kişilerin günde en az 1.
2222,
2223,Son olarak atak aşamasında kişinin her gün en az 1.5 litre su içmesi ve 20 dakika kadar egzersiz yapması da gerekir.
2224,Seyir aşaması: Seyir aşamasında protein tüketimine ek olarak diyete 32 spesifik sebze eklenir.
2225,Bu adımda vücut ağırlığının kademeli olarak azaltılması hedeflenir.
2226,Tüketilebilen gıda listesinde yer alan 100 gıda maddesi seyir aşamasında yasaksız bir şekilde tüketilebilir.
2227,
2228,Kişinin vermek istediği kiloya göre bu süreç uzatılabilir.
2229,Kaybetmek istenilen her kilo için 3 gün olacak şekilde seyir aşaması uygulanabilir.
2230,
2231,"Seyir aşamasında; ıspanak, bamya, fasulye ve marul gibi nişasta içermeyen sebzeler sınırsız bir şekilde tüketilebilir."
2232,Konsolidasyon aşaması: Konsolidasyon aşamasında ise kişilerin kaybettiği kiloları yeniden almaması hedeflenir.
2233,
2234,
2235,Bunların haricinde kişiler her hafta bir veya 2 porsiyon nişastalı yiyecek tüketebilir ve kutlama yemeği yiyebilirler.
2236,Dukan diyetinde kutlama yemeği kişinin istediği yemek olarak tanımlanır.
2237,"Kişiler günde 25 dakika kadar egzersiz yapmalı, her haftanın aynı günü saf proteinden oluşan temel diyeti uygulamalıdır."
2238,
2239,Bu süre içerisinde kilo alma veya kilo verme gibi bir hedef yoktur.
2240,
2241,5 litre su içmeye devam etmesi ve her gün 20 dakikaya yakın egzersiz yapması önerilir.
2242,Haftanın bir günü saf protein günü olarak belirlenmeli ve düzenli olarak belirlenen gün içerisinde sadece protein tüketimine dikkat edilmelidir.
2243,Stabilizasyon aşaması kişinin yaşam tarzı haline dönüşebilir.
2244,Dukan Diyeti Faydaları Nelerdir?
2245,
2246,Yapılan çalışmalar yüksek proteinli diyetlerin kilo kaybına yol açabileceğini gösterir.
2247,
2248,
2249,Dukan Diyeti Riskleri Nelerdir?
2250,
2251,Bazı çalışmalar diyet şeklinin dengeli olmamasından kaynaklı olarak bazı risk faktörleri yaratabileceğini öne sürer.
2252,
2253,
2254,Dukan Diyeti Listesi Kapsamında Tüketilebilecek Gıdalar Nelerdir?
2255,Kişinin dukan diyeti uygulamaya başlaması halinde Dr. Dukan tarafından belirtilen 100 gıdanın tüketimine özen gösterilmelidir.
2256,Tüketilebilecek gıdalar kişinin diyetin hangi aşamasında olduğuna göre değişiklik gösterebilir.
2257,
2258, Pierre Dukan tarafından geliştirilen bir diyet modelidir.
2259,Yüksek protein ve düşük karbonhidrat içeriği ile özellikle zayıflama üzerine etkili olduğu düşünülen bir diyet şeklidir.
2260,
2261,32 ülkede yayınlanan ve çok satanlar listesine giren kitap Dukan diyetinin dünya genelinde bilinen bir diyet şekli olmasını sağladı.
2262,"Dukan Diyeti, farklı aşamalardan oluşan ve yüksek düzeyde çaba gerektiren bir diyet şeklidir."
2263,
2264,
2265,
2266,
2267,Vücudun ihtiyaç duyduğu besin maddelerinin tamamını sağlanmamasından kaynaklı olarak diyetin faydaları ve zararları arasında fikir ayrılıkları bulunur.
2268,Dukan diyeti uygulanması halinde kişilerin yüksek proteinli yiyecekler yemesi karbonhidrat ve yağ alımını ise azaltması gerekir.
2269,Paketlenmiş gıdalar yerine doğal gıdalar tercih edilmeli ve günlük fiziksel aktivite miktarına dikkat edilmelidir.
2270,
2271,Bu gıdaların 68 saf protein kaynağı olurken 32’si ise sebzeden oluşur.
2272,
2273,Diyet kapsamında protein tüketimiyle kişilerin kendilerini daha uzun süre tok hissetmesini sağladığı ve protein sindiriminde daha fazla enerji kullanılmasından dolayı vücudun gündelik hayatta daha fazla kalori yaktığı görüşleri öne sürülür.
2274,
2275,İdeal hesaplamalar yapılması ardından diyeti oluşturan 4 aşamaya geçiş yapılır.
2276,
2277,Yapılan çalışmalar yüksek proteinli diyetlerin kilo kaybına yol açabileceğini gösterir.
2278,
2279,
2280,Bazı çalışmalar diyet şeklinin dengeli olmamasından kaynaklı olarak bazı risk faktörleri yaratabileceğini öne sürer.
2281,
2282,
2283,Kişinin dukan diyeti uygulamaya başlaması halinde Dr. Dukan tarafından belirtilen 100 gıdanın tüketimine özen gösterilmelidir.
2284,Tüketilebilecek gıdalar kişinin diyetin hangi aşamasında olduğuna göre değişiklik gösterebilir.
2285,
2286,
2287,Yazının devamında ‘‘Psikoterapi nedir?’’ sorusunun daha kapsamlı cevaplarını bulabilirsiniz.İçindekilerPsikoterapi Neden Yapılır?Psikoterapi Türleri Nelerdir?Psikoterapi Avantajları Nelerdir?Psikoterapi Kimlere Uygulanır?Psikoterapiden Hangi Faydalar Beklenebilir?Psikoterapide Yaş Sınırı Var Mıdır?Psikoterapi Tedavisi Nasıl Yapılır?Psikoterapi İşe Yarar mı?Psikoterapi Süreci Nasıl İşler?Etkili Bir Psikoterapi İçin Ne Yapmak Gerekir?
2288,Psikoterapi Neden Yapılır?
2289,
2290,
2291,"Psikoterapi, normal bir sohbetten daha farklı tekniklere dayanır ve bu sebeple, terapi sonunda normal bir konuşmanın verdiği rahatlığa ek olarak ruhsal yönden iyileşme sağlanması için yapılır."
2292,Psikoterapi Türleri Nelerdir?
2293,"Psikoterapi türleri, kendi içinde farklı isimlerle adlandırılır ve belirli psikolojik durumlara göre değişkenlik gösterir."
2294,
2295,"Genel olarak kabul görmüş psikoterapi türlerinden bazıları ise şu şekildedir: Bireysel Terapi: Bireysel terapi, yalnızca terapist ve danışan arasında olan bir terapi türüdür."
2296,"Grup Terapisi: Grup terapisi, aynı psikolojik sorunlardan muzdarip kişilerin duygularını, deneyimlerini, yaşadıklarını paylaşmasına olanak tanıyan bir terapi türüdür."
2297,"Bu yöntemde, iki veya daha fazla kişinin terapiye alınır ve böylece kişilerin yaşadığı sorunların, başkalarında da olabileceği vurgusu yapılır."
2298,"Aile Terapisi: Psikolojik sorunları olan kişilerin, psikoterapi süreci kadar aile üyelerinin desteği de oldukça önemlidir."
2299,
2300,"Evlilik/Çift Terapisi: Evlilik veya çift terapisi olarak adlandıran bu yöntemde, partnerler terapiye birlikte katılır."
2301,"Terapide, partnerlerin birbirleriyle yaşadıkları sorunlar, anlaşmazlıklar veya çatışmalara çözüm bulunmaya çalışılır."
2302,"Çiftlere, aralarındaki sorunlu davranışların hangi değişikliklerle düzeltilebileceği anlatılır."
2303,Psikoterapi Avantajları Nelerdir?
2304,"Psikoterapide, danışan ve terapist arasında güvene dayalı bir ilişki olur."
2305,"Kişiler, terapi sırasında konuşulanların orada kalacağını ve başla kimselerin bilmeyeceğinden emin olur."
2306,"Terapistler, danışanları yargılamaz ve anlatılanlar karşında eleştirel bir üslup kullanmaz."
2307,"Psikoterapide, kişide olan ve kendinin bile görmek istemeyeceği problemler açık bir şekilde anlatılır ve böylece kişi, sorunlu duygu ve davranışlarıyla yüzleşmiş olur."
2308,"Bu sayede, kişideki farkındalıkların açığa çıkması sağlanabilir."
2309,Psikoterapi Kimlere Uygulanır?
2310,
2311,"Psikoterapi ayrıca, yaşamı olumsuz etkileyen kaygı, endişe gibi birçok olumsuz duygunun iyileşmesini isteyen kişilere uygulanır."
2312,Psikoterapi kimlere uygulanır?
2313,
2314,"Psikoterapide beklenen temel fayda, kişideki ruhsal problemlerin belirlenip iyileştirilmesidir."
2315,
2316,"Kişilerdeki ruhsal durumun bozulmasına yol açan faktörlerden olan; aile yakınlarından veya sevilen birinin ölümü, iş kaybı veya boşanma gibi yaşam sorunlarını anlayıp kabul etmek."
2317,
2318,Yaşamda kontrolü sağlayıp yine yaşamdan alınan zevk duygusunu yeniden kazandırmak.
2319,
2320,"Partnerle, iş-okul arkadaşlarıyla veya iş birliği içinde olunan kişilerle yaşanılan sorunların çözülmesine yardımcı olmak."
2321,
2322,
2323,Çok uyumak veya uyumada zorluk çekme gibi uyku sorunlarının çözülmesine yardımcı olmak.
2324,Psikoterapide Yaş Sınırı Var Mıdır?
2325,
2326,"Kişilerin içinde bulunduğu psikolojik sorunların çözümü, yaşlarının genç ya da ileri olduğuyla ilgili değildir."
2327,"Bunun için danışanların yapması gereken, kendi yaş ve ihtiyaçlarına uygun olan terapist seçimidir."
2328,"Çocuk, ergen, yetişkin olmak üzere, farklı yaş gruplarındaki kişilere, özel uzmanlık alanı olan terapistler terapi verir."
2329,Psikoterapi Tedavisi Nasıl Yapılır?
2330,
2331,"Terapilerde, bilimsel olarak kanıtlanmış farklı teknik ve yöntemlere başvurulabilir."
2332,
2333,
2334,"Psikodinamik Terapi: Psikodinamik terapi, genellikle çocukluk döneminden kaynaklanan sorunların çözümüne yönelik yapılan bir terapidir."
2335,"Bu yöntemle kişilere, geçmiş dönemde yaşadıkları olumsuz deneyimleri daha iyi anlamaları ve yönetmeleri sağlanabilir."
2336,"Kişilerarası Terapi: Kişilerarası terapi, aile ve arkadaş çevresiyle ilgili olan etkileşimlere ve yas sürecini yönetmeye odaklanır."
2337,"Bu terapi yöntemi, genellikle 3-4 ay sürer ve belirtilen yaşam olaylarının sebep olduğu depresyonu iyileştirebilir."
2338,
2339,
2340,
2341,"Bu sayede kişilerin, kendi başlarına sorunlu düşünceleriyle baş etmeleri, sosyal işlevleri ve özgüvenleri yeniden kazandırılmış olabilir."
2342,
2343,Psikoterapi İşe Yarar mı?
2344,Psikoterapide yaşanılan durum bir bütün olarak ele alınır.
2345,"Psikoterapideki amaç, yalnızca o anki sıkıntıyı ortadan kaldırmak değil, içinde bulunan sıkıntının kaynağını bulup onu çözmeye yönelik yapılan çalışmadır."
2346,
2347,Psikoterapi Süreci Nasıl İşler?
2348,"Psikoterapi süreci, kişilerin içinde bulundukları psikolojik durumun boyutuna ve terapilere nasıl cevap verdiğine yönelik olarak değişkenlik gösterebilir."
2349,Bu süreç bazı kişilerde kısa vadeli sürerken bazı kişilerde ise 1 yıla varan psikoterapi sürecini gerektirebilir.
2350,"Psikoterapi seansları genellikle, 45-60 dakika sürer ve haftada 1 veya 2 kez yapılır."
2351,
2352,"Psikoterapi sürecinin iyi bir şekilde geçmesi için terapistin başarısı kadar, danışanın da çaba ve özen göstermesi gerekir."
2353,
2354,
2355,
2356,Yazının devamında ‘‘Psikoterapi nedir?’’ sorusunun daha kapsamlı cevaplarını bulabilirsiniz.
2357,
2358,
2359,"Psikoterapi, normal bir sohbetten daha farklı tekniklere dayanır ve bu sebeple, terapi sonunda normal bir konuşmanın verdiği rahatlığa ek olarak ruhsal yönden iyileşme sağlanması için yapılır."
2360,"Psikoterapi türleri, kendi içinde farklı isimlerle adlandırılır ve belirli psikolojik durumlara göre değişkenlik gösterir."
2361,
2362,"Genel olarak kabul görmüş psikoterapi türlerinden bazıları ise şu şekildedir: Bireysel Terapi: Bireysel terapi, yalnızca terapist ve danışan arasında olan bir terapi türüdür."
2363,"Grup Terapisi: Grup terapisi, aynı psikolojik sorunlardan muzdarip kişilerin duygularını, deneyimlerini, yaşadıklarını paylaşmasına olanak tanıyan bir terapi türüdür."
2364,"Bu yöntemde, iki veya daha fazla kişinin terapiye alınır ve böylece kişilerin yaşadığı sorunların, başkalarında da olabileceği vurgusu yapılır."
2365,"Aile Terapisi: Psikolojik sorunları olan kişilerin, psikoterapi süreci kadar aile üyelerinin desteği de oldukça önemlidir."
2366,
2367,"Evlilik/Çift Terapisi: Evlilik veya çift terapisi olarak adlandıran bu yöntemde, partnerler terapiye birlikte katılır."
2368,"Terapide, partnerlerin birbirleriyle yaşadıkları sorunlar, anlaşmazlıklar veya çatışmalara çözüm bulunmaya çalışılır."
2369,"Çiftlere, aralarındaki sorunlu davranışların hangi değişikliklerle düzeltilebileceği anlatılır."
2370,"Psikoterapide, danışan ve terapist arasında güvene dayalı bir ilişki olur."
2371,"Kişiler, terapi sırasında konuşulanların orada kalacağını ve başla kimselerin bilmeyeceğinden emin olur."
2372,"Terapistler, danışanları yargılamaz ve anlatılanlar karşında eleştirel bir üslup kullanmaz."
2373,"Psikoterapide, kişide olan ve kendinin bile görmek istemeyeceği problemler açık bir şekilde anlatılır ve böylece kişi, sorunlu duygu ve davranışlarıyla yüzleşmiş olur."
2374,"Bu sayede, kişideki farkındalıkların açığa çıkması sağlanabilir."
2375,
2376,"Psikoterapi ayrıca, yaşamı olumsuz etkileyen kaygı, endişe gibi birçok olumsuz duygunun iyileşmesini isteyen kişilere uygulanır."
2377,Psikoterapi kimlere uygulanır?
2378,"sorusunun diğer cevapları ise aşağıdaki gibidir: Psikoterapide beklenen temel fayda, kişideki ruhsal problemlerin belirlenip iyileştirilmesidir."
2379,
2380,"Kişilerin içinde bulunduğu psikolojik sorunların çözümü, yaşlarının genç ya da ileri olduğuyla ilgili değildir."
2381,"Bunun için danışanların yapması gereken, kendi yaş ve ihtiyaçlarına uygun olan terapist seçimidir."
2382,"Çocuk, ergen, yetişkin olmak üzere, farklı yaş gruplarındaki kişilere, özel uzmanlık alanı olan terapistler terapi verir."
2383,
2384,"Terapilerde, bilimsel olarak kanıtlanmış farklı teknik ve yöntemlere başvurulabilir."
2385,
2386,"Psikoterapideki amaç, yalnızca o anki sıkıntıyı ortadan kaldırmak değil, içinde bulunan sıkıntının kaynağını bulup onu çözmeye yönelik yapılan çalışmadır."
2387,
2388,"Psikoterapi süreci, kişilerin içinde bulundukları psikolojik durumun boyutuna ve terapilere nasıl cevap verdiğine yönelik olarak değişkenlik gösterebilir."
2389,Bu süreç bazı kişilerde kısa vadeli sürerken bazı kişilerde ise 1 yıla varan psikoterapi sürecini gerektirebilir.
2390,"Psikoterapi seansları genellikle, 45-60 dakika sürer ve haftada 1 veya 2 kez yapılır."
2391,"Psikoterapi sürecini belirleyen faktörler ise şöyledir: Psikoterapi sürecinin iyi bir şekilde geçmesi için terapistin başarısı kadar, danışanın da çaba ve özen göstermesi gerekir."
2392,
2393,"01:47:23         Sosyopat kişiler toplumda hoş görülmeyen davranışlarda bulunan, ceza verilse de toplum kurallarına uymazlar."
2394,Sosyopat ne demek sorusunun cevabı ise karşı tarafın düşünce ve duygularını anlayamayan kişi olarak verilebilir.
2395,
2396,Sosyopatinin Belirtileri Nelerdir?
2397,
2398,Ancak bu zamana kadar saptanan belirtilerdeki ortak nokta başkalarının göz ardı edilmesini içerir.
2399,"Sosyopat belirtileri şu şekilde sıralanabilir:  Kuralları ve yasaları göz ardı etmek, çiğnemek, Başkalarına karşı empati yoksunluğu, Dürtüsel davranmak, Başkalarını tehditle kontrol etmeye çalışmak, Uyuşturucu ve alkolü kötüye kullanmak, Öyle bir niyeti olmasa da manipüle etmek için intiharla tehdit etmek, Yüzeysel ilişkiler yaşamak, Fiziksel şiddete eğilim, Yalan söylemek, Hatalardan ya da cezalardan ders almamak, Başkalarını manipüle etmek için çekicilik veya zeka kullanmak."
2400,Sosyopati Neden Olur?
2401,
2402,Beynin kimyası ve genler bu durumda rol oynayabilir.
2403,Ancak ebeveynin yetiştirme tarzı ve diğer çevresel faktörler bir sosyopat gelişmesinde daha fazla rol oynar.
2404,"Bakım verenleri tarafından yeterli ilgi görmeyen çocuklar, kendi başlarının çaresine bakarak büyümeyi öğrenirler."
2405,Çünkü bunu onlar için yapacak kimse bulamazlar.
2406,"Aynı zamanda küçük yaşlardan itibaren sürekli istismar, şiddet ve manipülasyona uğrayan bazı çocuklar da bu davranış modelini hayatlarına ekleyebilirler."
2407,Bir başka neden ise kafa travması ve demans gibi durumlar sonucunda sosyopati olabilmesidir.
2408,
2409,Sosyopatlık için kesin olmayan ancak risk oluşturan durumlar vardır.
2410,
2411,Ayrıca erkeklerin kadınlara oranla 3 kat daha fazla sosyopat olabileceği görülür.
2412,Sosyopati Tanısı Nasıl Konulur?
2413,
2414,
2415,Kişinin tıbbi ve ruhsal geçmişi gözden geçirilerek buna göre bir değerlendirme yapılır.
2416,Sosyopati Tedavisi Nasıl Yapılır?
2417,Sosyopat insanlar genellikle kendilerinde bir sorun olduğunun farkına varmazlar ve bu yüzden çoğu zaman profesyonel bir destek almayı düşünmezler.
2418,
2419,Ancak buradaki önemli nokta kişinin kendisinin de ikna olmasıdır.
2420,
2421,
2422,Psikoterapide zararlı veya saldırgan davranışlara yol açabilecek düşünce ve duygular hakkında terapistle konuşulur.
2423,Aynı zamanda öfke yönetiminin nasıl yapılabileceği gibi konuları da içerebilir.
2424,Psikoterapinin de çeşitleri vardır.
2425,Bunlar psikoloğun yöntemlerine ve sosyopatın gösterdiği belirtilere göre değişiklik gösterebilir.
2426,
2427,
2428,Sosyopat Birisiyle Nasıl Başa Çıkılır?
2429,"Sosyopat birisi ile ilişki sürdürmeye çalışmak istiyorsanız, bilmeniz gereken bazı noktalar vardır."
2430,Öncelikle onun duygularınızı hiçbir zaman tam olarak anlayamayacağını kabul ederek işe başlamalısınız.
2431,Bir davranışın başkalarını nasıl etkilediği ona açıklayabilirsiniz.
2432,Fiziksel ve duygusal alanınızı işgal etmesini önlemek için net sınırlar oluşturabilirsiniz.
2433,"Eğer profesyonel bir destek almıyorsa, bu konuda destek olabilir, teşvik edebilirsiniz."
2434,"Bu kişi eşinizse evlilik danışmanı, aileden biriyse aile danışmanıyla konuşarak daha olumlu bir ilişki sürdürme şansınız olabilir."
